T,S_ref,D,A,F,r_eff,q_eff,carry_eff,rmse_w,n,n_used
0.7670136986301369,3998.71,0.9617392876680099,3948.161003472406,4105.230028655439,0.05086203265504384,0.01658628440041149,0.03427574825463235,0.12490425439946416,26,15
0.7697534246575342,3982.87,0.9615712136546914,3931.9752800950314,4089.115007042045,0.05090805740804602,0.016707622373513534,0.03420043503453249,0.31345246329709464,25,15
0.7724931506849314,3969.31,0.9600262945415933,3911.421218099892,4074.285506906425,0.05280901806274246,0.019018272473576108,0.03379074558916635,0.33426063982848025,25,15
0.7752328767123287,3919.78,0.9595026223881866,3861.35188887752,4024.3265612622063,0.05332620906842502,0.019372472182264313,0.03395373688616071,0.2409923476411447,25,15
0.777972602739726,3892.52,0.9603915952190017,3839.557768530438,3997.908548600833,0.0519480581511817,0.01760931841061182,0.034338739740569876,0.16257929901876242,25,15
0.7861917808219178,3894.2,0.9698963268682937,3879.0815853446766,3999.480643328009,0.038878672430280335,0.004947706127393863,0.03393096630288647,0.5554605089103459,25,15
0.788931506849315,3808.19,0.9616636197903864,3761.4740398082504,3911.4238725471782,0.0495487335751947,0.015645335613984446,0.03390339796121025,0.3549203024075862,25,15
0.7916712328767123,3853.39,0.9600921496185144,3796.980406769156,3954.8083048880867,0.051443084262368335,0.018627883253528935,0.032815201008839404,0.6490177968042598,24,15
0.7945205479452054,4077.16,0.9622846470201479,4029.3765341310846,4187.302111291732,0.04838764876452062,0.014837891632511205,0.03354975713200942,0.37631670683244545,26,15
0.7972602739726027,4018.18,0.9621167304288765,3972.711437837921,4129.13663404131,0.04844025914286514,0.014274159608476868,0.034166099534388275,0.4195232433402719,26,15
0.8054794520547945,4070.02,0.9627209582922077,4026.3190088625893,4182.22847875356,0.04716653170099588,0.013402393030992735,0.03376413867000314,0.3295812580575075,26,15
0.8082191780821918,4060.18,0.9616424061112042,4010.8528843381882,4170.836122501833,0.04839357652100893,0.015123867229682661,0.03326970929132627,0.43146362207983646,26,15
0.810958904109589,4016.22,0.9643298630880448,3979.194073231061,4126.382709427463,0.04478878164072992,0.011420871131674342,0.033367910509055576,0.617841342927816,26,15
0.8136986301369863,4016.84,0.9603093567842628,3967.170941087132,4131.138484760565,0.04977248121145715,0.015291032858062702,0.03448144835339445,0.411776756773054,26,15
0.8164383561643835,4019.36,0.960143457172461,3967.9380324636177,4132.65122292126,0.04981707537715198,0.015771078609027305,0.03404599676812467,0.30022168214166534,26,15
0.8246575342465754,3971.98,0.9625743087138948,3928.211229002552,4080.943355169197,0.04625436664023136,0.01343654330757424,0.03281782333265712,0.5461707463801682,26,15
0.8273972602739726,3899.16,0.9623238123486515,3858.6707062465616,4009.742517780033,0.046415770906541,0.012615944332145962,0.03379982657439504,0.3477422027051681,25,15
0.8301369863013699,3928.85,0.9609098598767377,3879.6281616888314,4037.45275564817,0.04803384661132993,0.015187189555173466,0.03284665705615646,0.18307537171648647,25,15
0.8328767123287671,3990.4,0.9592870947902035,3937.8492682273486,4104.974714674503,0.04990520129763816,0.015916849453958343,0.03398835184367982,0.22593983672134194,25,15
0.8438356164383561,3998.71,0.9586885530529724,3945.177081703748,4115.181170297918,0.04999672711201876,0.015972267491138125,0.03402445962088063,0.1700238585686858,26,15
0.8465753424657534,3982.87,0.958643450820847,3929.1787799077033,4098.686301505851,0.04989049856650279,0.01603191361885407,0.03385858494764872,0.2622163717372661,25,15
