QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,S,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,K,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,T,C_IV_MID,P_IV_MID,C_MID,P_MID,C_SPRD,P_SPRD,Y,C_SPRD_REL,P_SPRD_REL,moneyness,mon_bucket,T_bucket
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.00588,0.00034,0.04362,-0.0746,0.00116,0.15806, 1752.000000,0.1, 229 x 848,0.05,0.1,3960.0,108.1,110.0, 2 x 5,117.18,-0.9585,0.0014,0.23442,-1.78798,-0.18001,0.23036, 7.000000,106.6,0.028,0.0027397260273972603,0.15806,0.23036,0.07500000000000001,109.05,0.05,1.9000000000000057,0.027290744916044968,0.6666666666666666,0.01742320036680427,0.9730782828282828,ATM,1W
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.91911,0.00129,0.48733,-2.2034,0.14693,0.272, 1.000000,102.3, 22 x 22,130.0,132.1,3725.0,1.4,1.5, 155 x 407,1.5,-0.04486,0.00119,0.31843,-1.07438,-0.01339,0.23236, 270.000000,128.4,0.033,0.005479452054794521,0.272,0.23236,131.05,1.45,2.0999999999999943,0.10000000000000009,-0.033886428518821406,0.016024418161007203,0.06896551724137938,1.0344671140939596,ATM,1W
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.94823,0.00059,0.33228,-0.35955,0.07004,0.18314, 22.000000,95.28, 3 x 7,107.8,109.7,3745.0,2.6,2.7, 70 x 132,2.75,-0.0759,0.00182,0.47757,-1.76113,-0.02189,0.23215, 214.000000,108.4,0.028,0.005479452054794521,0.18314,0.23215,108.75,2.6500000000000004,1.9000000000000057,0.10000000000000009,-0.028531663381161452,0.017471264367816146,0.0377358490566038,1.02894259012016,ATM,1W
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.94033,0.00113,0.38062,-0.90976,0.1091,0.18986, 8.000000,121.2, 5 x 5,103.5,105.1,3750.0,2.85,3.0, 34 x 161,2.91,-0.08357,0.00201,0.51284,-1.89746,-0.02447,0.22914, 3593.000000,103.4,0.027,0.005479452054794521,0.18986,0.22914,104.3,2.925,1.5999999999999943,0.1499999999999999,-0.02719744036802472,0.01534036433365287,0.05128205128205125,1.0275706666666666,ATM,1W
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.93881,0.00127,0.39003,-0.9609,0.11384,0.1833, 1.000000,82.6, 107 x 7,98.6,100.1,3755.0,3.6,3.8, 275 x 155,3.86,-0.09969,0.00228,0.5836,-2.28187,-0.02935,0.23488, 172.000000,98.4,0.026,0.005479452054794521,0.1833,0.23488,99.35,3.7,1.5,0.19999999999999973,-0.025864995134246133,0.01509813789632612,0.05405405405405398,1.0262023968042608,ATM,1W
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.90804,0.00206,0.54158,-1.87945,0.16166,0.20954, 2.000000,114.61, 112 x 105,95.2,96.7,3760.0,4.0,4.2, 152 x 71,5.81,-0.10941,0.00243,0.62463,-2.45618,-0.03193,0.23208, 787.000000,93.4,0.024,0.005479452054794521,0.20954,0.23208,95.95,4.1,1.5,0.20000000000000018,-0.024534322948541083,0.01563314226159458,0.0487804878048781,1.0248377659574468,ATM,1W
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.90269,0.00222,0.56921,-1.93375,0.16665,0.20468, 55.000000,70.3, 3 x 3,90.2,92.1,3765.0,4.9,5.1, 78 x 287,5.17,-0.12678,0.00266,0.69323,-2.84738,-0.03703,0.23653, 125.000000,88.4,0.023,0.005479452054794521,0.20468,0.23653,91.15,5.0,1.8999999999999915,0.1999999999999993,-0.023205419098487248,0.020844761382336714,0.039999999999999855,1.023476759628154,ATM,1W
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.89545,0.00245,0.59769,-1.98795,0.17143,0.1987, 58.000000,66.76, 100 x 7,85.7,87.0,3770.0,5.5,5.7, 134 x 69,5.9,-0.13927,0.00281,0.73976,-3.07507,-0.04072,0.23524, 284.000000,83.4,0.022,0.005479452054794521,0.1987,0.23524,86.35,5.6,1.2999999999999972,0.20000000000000018,-0.021878278890424784,0.015055008685581902,0.03571428571428575,1.0221193633952255,ATM,1W
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.86346,0.00293,0.7251,-2.72066,0.18511,0.21572, 4.000000,69.0, 105 x 115,82.3,83.9,3775.0,6.4,6.5, 38 x 5,6.4,-0.15533,0.00306,0.79662,-3.38597,-0.04496,0.23619, 630.000000,78.4,0.02,0.005479452054794521,0.21572,0.23619,83.1,6.45,1.6000000000000085,0.09999999999999964,-0.020552897649356184,0.019253910950661958,0.015503875968992192,1.0207655629139072,ATM,1W
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.84741,0.0032,0.7837,-3.00452,0.18916,0.21676, 1.000000,96.6, 105 x 100,78.2,79.6,3780.0,7.2,7.5, 163 x 259,7.7,-0.1722,0.00327,0.84994,-3.68661,-0.04993,0.23676, 249.000000,73.4,0.019,0.005479452054794521,0.21676,0.23676,78.9,7.35,1.3999999999999915,0.2999999999999998,-0.01922927071884792,0.017743979721165922,0.04081632653061222,1.019415343915344,ATM,1W
