QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,S,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,K,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,T,C_IV_MID,P_IV_MID,C_MID,P_MID,C_SPRD,P_SPRD,Y,C_SPRD_REL,P_SPRD_REL,moneyness,mon_bucket,T_bucket,C_IV_CALC,P_IV_CALC,C_IV_ERROR,P_IV_ERROR
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.88627,0.00123,1.58554,-1.16387,1.47611,0.19217, 1.000000,165.24, 215 x 17,189.8,194.7,3675.0,13.9,14.2, 100 x 1357,15.84,-0.14622,0.00128,1.89382,-1.20336,-0.26245,0.22172, 21.000000,178.4,0.046,0.0438356164383561,0.19217,0.22172,192.25,14.05,4.899999999999977,0.2999999999999989,-0.0474001476855441,0.025487646293888,0.0213523131672597,1.0485414965986397,ATM,1M,0.22109209086493653,0.22211101005404812,0.028922090864936523,0.0003910100540481243
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.8692,0.00124,1.75076,-1.30457,1.44743,0.20117, 3.000000,152.76, 15 x 17,188.5,190.4,3680.0,14.6,14.9, 339 x 545,15.22,-0.15236,0.00125,1.94623,-1.23408,-0.27269,0.22093, 21.000000,173.4,0.045,0.0438356164383561,0.20117,0.22093,189.45,14.75,1.9000000000000057,0.3000000000000007,-0.0460405281695046,0.0100290314067036,0.0203389830508475,1.0471168478260868,ATM,1M,0.2282285898298333,0.22150790411726182,0.027058589829833307,0.0005779041172618293
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.85464,0.00136,1.87678,-1.41367,1.42366,0.20727, 3.000000,212.85, 115 x 48,184.2,188.5,3685.0,15.4,15.7, 301 x 336,15.5,-0.15941,0.00131,2.00258,-1.26865,-0.28465,0.22119, 1.000000,168.4,0.044,0.0438356164383561,0.20727,0.22119,186.35,15.55,4.300000000000011,0.2999999999999989,-0.0446827547090443,0.0230748591360344,0.0192926045016076,1.045696065128901,ATM,1M,0.23316772929597915,0.2212595949368824,0.02589772929597914,6.959493688241114e-05
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.86307,0.0014,1.80855,-1.30393,1.4406,0.19485, 1.000000,208.95, 215 x 17,177.3,182.2,3690.0,15.5,15.8, 375 x 75,31.93,-0.1622,0.00139,2.02696,-1.26148,-0.28975,0.21728, 3.000000,163.4,0.042,0.0438356164383561,0.19485,0.21728,179.75,15.65,4.899999999999977,0.3000000000000007,-0.0433268222979084,0.0272600834492349,0.0191693290734824,1.044279132791328,ATM,1M,0.22088954273776967,0.2173675826783838,0.026039542737769678,8.75826783837963e-05
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.84727,0.00138,1.94352,-1.42148,1.41471,0.20101, 1.000000,160.13, 15 x 17,175.8,177.9,3695.0,17.0,17.4, 412 x 686,19.05,-0.17281,0.00139,2.11061,-1.33442,-0.30898,0.22011, 8.000000,158.4,0.041,0.0438356164383561,0.20101,0.22011,176.85000000000002,17.2,2.0999999999999943,0.3999999999999986,-0.041972725950179,0.011874469889737,0.0232558139534882,1.0428660351826793,ATM,1M,0.22647822180787922,0.22049846298580097,0.02546822180787922,0.0003884629858009747
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.83417,0.00146,2.04863,-1.51216,1.39388,0.20655, 2.000000,144.94, 60 x 66,172.8,174.5,3700.0,17.5,17.9, 294 x 497,18.2,-0.17791,0.00146,2.15226,-1.34832,-0.3186,0.21808, 626.000000,153.4,0.04,0.0438356164383561,0.20655,0.21808,173.65,17.7,1.6999999999999886,0.3999999999999986,-0.0406204607001654,0.0097898070832132,0.022598870056497,1.0414567567567568,ATM,1M,0.2301541096405184,0.2183472551711337,0.0236041096405184,0.00026725517113371233
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.83082,0.00153,2.0778,-1.50717,1.38934,0.20267, 2.000000,182.9, 15 x 45,167.5,170.1,3705.0,18.8,19.1, 151 x 301,17.08,-0.18649,0.00147,2.21856,-1.39733,-0.33451,0.21907, 1.000000,148.4,0.039,0.0438356164383561,0.20267,0.21907,168.8,18.950000000000003,2.5999999999999943,0.3000000000000007,-0.039270021602294,0.0154028436018957,0.0158311345646438,1.040051282051282,ATM,1M,0.22614452676612573,0.21954997323450207,0.023474526766125742,0.00047997323450207907
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.82473,0.0016,2.12646,-1.52606,1.3802,0.20081, 2.000000,136.7, 215 x 16,162.2,166.6,3710.0,19.3,19.7, 442 x 175,20.57,-0.19254,0.00149,2.25977,-1.40954,-0.34439,0.21785, 19.000000,143.4,0.037,0.0438356164383561,0.20081,0.21785,164.39999999999998,19.5,4.400000000000006,0.3999999999999986,-0.0379214037310003,0.0267639902676399,0.0205128205128204,1.0386495956873314,ATM,1M,0.22407946809458468,0.2173822486055059,0.02326946809458469,-0.00046775139449409253
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.81497,0.00158,2.20102,-1.58047,1.36505,0.20304, 1.000000,171.95, 60 x 45,159.5,161.9,3715.0,20.7,21.1, 349 x 690,18.65,-0.20191,0.00157,2.32608,-1.462,-0.36127,0.2187, 2.000000,138.4,0.036,0.0438356164383561,0.20304,0.2187,160.7,20.9,2.4000000000000057,0.4000000000000021,-0.0365746021806216,0.014934660858743,0.0191387559808613,1.0372516823687752,ATM,1M,0.22492525999565613,0.21884069128231645,0.02188525999565613,0.00014069128231644634
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.80476,0.00166,2.27532,-1.63561,1.34853,0.20425, 15.000000,144.3, 260 x 62,154.9,159.3,3720.0,21.7,22.1, 507 x 680,22.57,-0.20956,0.00158,2.37879,-1.49251,-0.37502,0.21875, 14.000000,133.4,0.035,0.0438356164383561,0.20425,0.21875,157.10000000000002,21.9,4.400000000000006,0.4000000000000021,-0.035229612065289,0.0280076384468491,0.0182648401826485,1.0358575268817205,ATM,1M,0.22596969898470792,0.21834218412657846,0.021719698984707936,-0.00040781587342153536
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.79392,0.00163,2.34817,-1.69279,1.33102,0.20571, 4.000000,120.42, 75 x 78,152.6,154.6,3725.0,22.8,23.2, 410 x 578,28.35,-0.2184,0.00166,2.43268,-1.52553,-0.38905,0.21854, 589.000000,128.4,0.033,0.0438356164383561,0.20571,0.21854,153.6,23.0,2.0,0.3999999999999986,-0.0338864285188214,0.0130208333333333,0.017391304347826,1.0344671140939596,ATM,1M,0.22719644926138283,0.21809753634664192,0.021486449261382823,-0.0004424636533580939
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.78883,0.0017,2.38268,-1.68794,1.32384,0.20222, 1.000000,160.45, 260 x 62,146.7,151.1,3730.0,22.9,23.3, 225 x 375,22.04,-0.22225,0.00166,2.45937,-1.50941,-0.39708,0.21375, 1.000000,123.4,0.032,0.0438356164383561,0.20222,0.21375,148.89999999999998,23.1,4.400000000000006,0.4000000000000021,-0.0325450466946199,0.0295500335795836,0.0173160173160174,1.0330804289544235,ATM,1M,0.22338896636231811,0.21358300051823947,0.021168966362318103,-0.00016699948176052137
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.77972,0.00174,2.43947,-1.72089,1.31001,0.20277, 1.000000,121.8, 15 x 16,143.8,146.2,3735.0,25.0,25.5, 457 x 300,23.07,-0.2349,0.00169,2.53548,-1.58481,-0.41917,0.21735, 64.000000,118.4,0.031,0.0438356164383561,0.20277,0.21735,145.0,25.25,2.3999999999999773,0.5,-0.0312054617655635,0.0165517241379308,0.0198019801980198,1.031697456492637,ATM,1M,0.22269373691984976,0.2172930690887373,0.01992373691984975,-5.693091126268701e-05
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.76815,0.00181,2.51278,-1.78219,1.29113,0.2047, 1.000000,113.02, 260 x 62,139.6,144.0,3740.0,26.2,26.6, 507 x 540,27.1,-0.24371,0.00174,2.5856,-1.61292,-0.43352,0.21749, 11.000000,113.4,0.029,0.0438356164383561,0.2047,0.21749,141.8,26.4,4.400000000000006,0.4000000000000021,-0.0298676689239036,0.0310296191819464,0.0151515151515152,1.0303181818181817,ATM,1M,0.22455299988938104,0.2167380724296636,0.01985299988938105,-0.0007519275703364026
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.74991,0.00178,2.61986,-1.91891,1.25892,0.21443, 1.000000,261.14, 60 x 46,140.0,141.0,3745.0,27.4,27.8, 301 x 226,30.1,-0.25211,0.0018,2.63378,-1.63914,-0.44891,0.21668, 2.000000,108.4,0.028,0.0438356164383561,0.21443,0.21668,140.5,27.6,1.0,0.4000000000000021,-0.0285316633811614,0.0071174377224199,0.0144927536231884,1.02894259012016,ATM,1M,0.23330244716870996,0.21621193803977393,0.01887244716870995,-0.00046806196022608493
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.74098,0.00187,2.66608,-1.94123,1.24612,0.21365, 20.000000,131.22, 75 x 15,136.2,137.1,3750.0,27.6,28.0, 225 x 150,31.46,-0.25705,0.00182,2.66288,-1.62228,-0.458,0.21218, 1072.000000,103.4,0.027,0.0438356164383561,0.21365,0.21218,136.64999999999998,27.8,0.9000000000000057,0.3999999999999986,-0.0271974403680247,0.0065861690450055,0.014388489208633,1.0275706666666666,ATM,1M,0.2321514354253589,0.2117303925965433,0.018501435425358898,-0.00044960740345670325
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.7419,0.00192,2.66261,-1.85041,1.25013,0.20273, 294.000000,118.0, 60 x 45,129.6,130.5,3755.0,29.6,29.8, 75 x 75,50.3,-0.26884,0.00184,2.7211,-1.67258,-0.47767,0.21495, 2.000000,98.4,0.026,0.0438356164383561,0.20273,0.21495,130.05,29.700000000000003,0.9000000000000057,0.1999999999999993,-0.0258649951342461,0.0069204152249135,0.0067340067340067,1.0262023968042608,ATM,1M,0.22080708936408364,0.21355277345074306,0.018077089364083643,-0.001397226549256947
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.72241,0.00195,2.76134,-1.99368,1.21638,0.21246, 1.000000,142.8, 60 x 60,128.8,129.8,3760.0,30.9,31.2, 153 x 75,32.8,-0.27833,0.00191,2.76773,-1.69755,-0.4944,0.21428, 12.000000,93.4,0.024,0.0438356164383561,0.21246,0.21428,129.3,31.049999999999997,1.0,0.3000000000000007,-0.024534322948541,0.0077339520494972,0.0096618357487922,1.0248377659574468,ATM,1M,0.2306920868467487,0.21311055961959002,0.01823208684674868,-0.0011694403804099751
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.72223,0.00204,2.76395,-1.90785,1.21801,0.20184, 2.000000,136.03, 75 x 15,122.4,123.3,3765.0,32.3,32.7, 151 x 226,30.09,-0.28834,0.00192,2.81338,-1.72391,-0.51043,0.21436, 1.000000,88.4,0.023,0.0438356164383561,0.20184,0.21436,122.85,32.5,0.8999999999999915,0.4000000000000057,-0.0232054190984872,0.0073260073260072,0.0123076923076924,1.023476759628154,ATM,1M,0.2198831371415818,0.21285674702323368,0.018043137141581816,-0.0015032529767663172
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.71258,0.00206,2.81078,-1.92862,1.20218,0.20179, 1.000000,129.0, 75 x 15,118.7,119.6,3770.0,33.7,34.1, 75 x 75,42.9,-0.29786,0.002,2.85694,-1.74518,-0.52755,0.2135, 4.000000,83.4,0.022,0.0438356164383561,0.20179,0.2135,119.15,33.900000000000006,0.8999999999999915,0.3999999999999986,-0.0218782788904247,0.0075535039865714,0.0117994100294984,1.0221193633952257,ATM,1M,0.21882044021939961,0.21224749518162261,0.017030440219399617,-0.0012525048183773813
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.69873,0.00211,2.8695,-1.99016,1.18062,0.20467, 2.000000,90.8, 15 x 15,116.1,117.2,3775.0,35.7,36.2, 286 x 389,35.95,-0.30858,0.00199,2.90434,-1.78783,-0.54655,0.21511, 256.000000,78.4,0.02,0.0438356164383561,0.20467,0.21511,116.65,35.95,1.1000000000000083,0.5,-0.0205528976493561,0.0094299185597943,0.0139082058414464,1.0207655629139072,ATM,1M,0.22176942035978148,0.21374034658300337,0.017099420359781486,-0.0013696534169966301
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.69071,0.00208,2.90448,-1.98427,1.16722,0.20242, 4.000000,88.9, 75 x 15,112.0,112.8,3780.0,37.3,37.7, 177 x 231,64.1,-0.31869,0.00203,2.94422,-1.80751,-0.56354,0.21491, 5.000000,73.4,0.019,0.0438356164383561,0.20242,0.21491,112.4,37.5,0.7999999999999972,0.4000000000000057,-0.0192292707188479,0.0071174377224199,0.0106666666666668,1.019415343915344,ATM,1M,0.21847153833108315,0.21328465917398842,0.016051538331083165,-0.0016253408260115676
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.67951,0.00215,2.94701,-2.00663,1.14987,0.20178, 4.000000,84.0, 75 x 67,108.5,109.5,3785.0,37.6,38.1, 75 x 175,56.63,-0.32639,0.0021,2.97207,-1.78311,-0.5756,0.21034, 79.000000,68.4,0.018,0.0438356164383561,0.20178,0.21034,109.0,37.85,1.0,0.5,-0.017907393460932,0.0091743119266055,0.0132100396301188,1.0180686922060769,ATM,1M,0.2179494152037019,0.20856983536551119,0.01616941520370191,-0.0017701646344888133
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.66902,0.00217,2.98714,-2.02675,1.1328,0.20151, 56.000000,83.4, 75 x 65,105.2,106.1,3790.0,40.5,40.9, 91 x 46,43.3,-0.33959,0.00207,3.01787,-1.84322,-0.59876,0.21359, 23.000000,63.4,0.016,0.0438356164383561,0.20151,0.21359,105.65,40.7,0.8999999999999915,0.3999999999999986,-0.0165872612560092,0.0085186938002838,0.0098280098280097,1.016725593667546,ATM,1M,0.21742635291059315,0.21219383221092325,0.01591635291059315,-0.001396167789076752
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.65872,0.00219,3.02457,-2.04242,1.1153,0.20086, 1.000000,85.7, 75 x 15,101.8,102.7,3795.0,41.6,42.0, 91 x 152,47.2,-0.3484,0.0021,3.04852,-1.839,-0.6137,0.21186, 1.000000,58.4,0.015,0.0438356164383561,0.20086,0.21186,102.25,41.8,0.9000000000000057,0.3999999999999986,-0.0152688695027509,0.0088019559902201,0.0095693779904305,1.0153860342555994,ATM,1M,0.21656833708073106,0.20972842172887807,0.01570833708073105,-0.0021315782711219255
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.64264,0.0022,3.07511,-2.13903,1.08827,0.20871, 18.000000,96.92, 90 x 15,101.0,101.8,3800.0,42.3,42.8, 183 x 120,51.6,-0.35693,0.0022,3.07572,-1.8212,-0.62787,0.20787, 854.000000,53.4,0.014,0.0438356164383561,0.20871,0.20787,101.4,42.55,0.7999999999999972,0.5,-0.0139522136180041,0.0078895463510847,0.0117508813160987,1.01405,ATM,1M,0.22390259962328,0.20597285449219982,0.015192599623279984,-0.0018971455078001798
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.63625,0.00228,3.09417,-2.07519,1.07892,0.20043, 1.000000,89.8, 105 x 30,95.4,96.2,3805.0,45.6,46.1, 115 x 136,43.91,-0.37028,0.00213,3.11417,-1.88431,-0.65145,0.21268, 5.000000,48.4,0.013,0.0438356164383561,0.20043,0.21268,95.8,45.85,0.7999999999999972,0.5,-0.012637289036695,0.0083507306889352,0.0109051254089422,1.0127174770039422,ATM,1M,0.21550099014911922,0.21042225043156093,0.015070990149119223,-0.002257749568439077
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.62409,0.00225,3.12586,-2.09029,1.0598,0.20099, 10.000000,101.1, 105 x 92,92.3,93.1,3810.0,46.8,47.3, 45 x 136,42.85,-0.38073,0.00218,3.1394,-1.87417,-0.66704,0.20995, 3.000000,43.4,0.011,0.0438356164383561,0.20099,0.20995,92.7,47.05,0.7999999999999972,0.5,-0.0113240912117346,0.0086299892125134,0.0106269925611052,1.0113884514435696,ATM,1M,0.21511364064977778,0.20781542007660167,0.01412364064977778,-0.0021345799233983276
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.61269,0.00234,3.15369,-2.09533,1.04181,0.19907, 3.000000,76.2, 105 x 30,89.0,89.8,3815.0,48.7,49.1, 46 x 45,62.83,-0.39192,0.00224,3.16632,-1.88432,-0.68502,0.20995, 1.000000,38.4,0.01,0.0438356164383561,0.19907,0.20995,89.4,48.900000000000006,0.7999999999999972,0.3999999999999986,-0.0100126156139238,0.0089485458612975,0.0081799591002044,1.010062909567497,ATM,1M,0.21391068681712036,0.2071482533454423,0.014840686817120363,-0.0028017466545577074
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.59871,0.00222,3.1868,-2.18504,1.01602,0.20695, 41.000000,100.65, 105 x 30,88.5,89.3,3820.0,51.2,51.7, 187 x 45,53.4,-0.40348,0.00223,3.19115,-1.91158,-0.70495,0.21092, 11.000000,33.4,0.009,0.0438356164383561,0.20695,0.21092,88.9,51.45,0.7999999999999972,0.5,-0.0087028577318603,0.0089988751406073,0.0097181729834791,1.008740837696335,ATM,1M,0.2214441474888209,0.20853243084324088,0.014494147488820913,-0.0023875691567591117
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.58988,0.00234,3.20308,-2.11223,1.00324,0.19826, 6.000000,82.34, 135 x 30,82.9,83.7,3825.0,51.6,52.1, 45 x 45,53.45,-0.41277,0.00231,3.20934,-1.86762,-0.71984,0.20549, 43.000000,28.4,0.007,0.0438356164383561,0.19826,0.20549,83.30000000000001,51.85,0.7999999999999972,0.5,-0.007394813071845,0.0096038415366146,0.0096432015429122,1.0074222222222222,ATM,1M,0.21259026717354346,0.2029065289776951,0.014330267173543465,-0.0025834710223049118
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.57793,0.00237,3.22452,-2.1176,0.98366,0.19803, 44.000000,69.6, 105 x 84,79.9,80.8,3830.0,55.2,55.8, 246 x 248,51.73,-0.42616,0.0023,3.2304,-1.92215,-0.74131,0.21066, 7.000000,23.4,0.006,0.0438356164383561,0.19803,0.21066,80.35,55.5,0.8999999999999915,0.5999999999999943,-0.0060884771577895,0.0112009956440571,0.0108108108108107,1.006107049608355,ATM,1M,0.21198299023837036,0.20738794332372446,0.01395299023837035,-0.003272056676275531
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.56565,0.00241,3.24238,-2.12616,0.96368,0.19843, 6.000000,89.73, 105 x 30,77.2,78.0,3835.0,56.6,57.1, 136 x 45,52.9,-0.43719,0.00235,3.24602,-1.90155,-0.7577,0.20778, 18.000000,18.4,0.005,0.0438356164383561,0.19843,0.20778,77.6,56.85,0.7999999999999972,0.5,-0.0047838455311247,0.0103092783505154,0.0087950747581354,1.0047953063885269,ATM,1M,0.21182540194307772,0.204429259882808,0.013395401943077728,-0.003350740117191997
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.55436,0.00241,3.25649,-2.12272,0.94367,0.19773, 8.000000,74.3, 135 x 45,74.2,75.0,3840.0,59.5,60.0, 91 x 106,62.4,-0.4486,0.00232,3.2603,-1.92531,-0.77723,0.209, 14.000000,13.4,0.003,0.0438356164383561,0.19773,0.209,74.6,59.75,0.7999999999999972,0.5,-0.0034809137507086,0.0107238605898122,0.00836820083682,1.0034869791666667,ATM,1M,0.21070588289069098,0.20614627633920304,0.012975882890690987,-0.0028537236607969474
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.54196,0.00247,3.26889,-2.1248,0.9234,0.19788, 2.000000,69.2, 90 x 45,71.6,72.2,3845.0,61.7,62.2, 45 x 45,67.3,-0.45989,0.00234,3.27097,-1.9239,-0.79533,0.20863, 6.000000,8.4,0.002,0.0438356164383561,0.19788,0.20863,71.9,61.95,0.6000000000000085,0.5,-0.0021796773927368,0.0083449235048679,0.0080710250201775,1.0021820546163849,ATM,1M,0.21034437080824936,0.20548501526594012,0.012464370808249359,-0.0031449847340598858
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.53002,0.00243,3.27849,-2.13755,0.90272,0.1984, 939.000000,67.24, 45 x 1,69.4,70.0,3850.0,63.9,64.4, 45 x 131,65.36,-0.4724,0.00236,3.27869,-1.9185,-0.81319,0.20823, 88.000000,3.4,0.001,0.0438356164383561,0.1984,0.20823,69.7,64.15,0.5999999999999943,0.5000000000000071,-0.0008801320506513,0.0086083213773313,0.0077942322681217,1.0008805194805197,ATM,1M,0.21135614989567347,0.20463923325760838,0.01295614989567348,-0.0035907667423916156
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.51787,0.00247,3.28468,-2.11541,0.88295,0.19578, 5.000000,59.6, 240 x 45,66.1,66.7,3855.0,64.1,64.7, 45 x 45,68.09,-0.48344,0.00241,3.28364,-1.85064,-0.8291,0.20182, 2.000000,1.6,0.0,0.0438356164383561,0.19578,0.20182,66.4,64.4,0.6000000000000085,0.6000000000000085,0.0004177266649486,0.0090361445783133,0.0093167701863355,0.9995823605706874,ATM,1M,0.20876563824634461,0.19754883507655394,0.012985638246344605,-0.004271164923446064
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.50535,0.00239,3.28728,-2.16998,0.86234,0.2019, 6.000000,61.69, 45 x 45,65.5,66.1,3860.0,68.5,69.3, 165 x 165,65.3,-0.4954,0.00238,3.28603,-1.90913,-0.84808,0.20744, 21.000000,6.6,0.002,0.0438356164383561,0.2019,0.20744,65.8,68.9,0.5999999999999943,0.7999999999999972,0.0017139031263952,0.0091185410334345,0.0116110304789549,0.9982875647668392,ATM,1M,0.21438313058712605,0.20347611759190007,0.012483130587126051,-0.003963882408099945
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.49269,0.00243,3.287,-2.11896,0.84232,0.19691, 6.000000,74.65, 130 x 165,61.5,62.2,3865.0,71.0,71.7, 106 x 135,62.85,-0.50697,0.00237,3.28533,-1.90016,-0.86603,0.20641, 5.000000,11.6,0.003,0.0438356164383561,0.19691,0.20641,61.85,71.35,0.7000000000000028,0.7000000000000028,0.003008401689041,0.0113177041228779,0.0098107918710582,0.9969961190168176,ATM,1M,0.20940821821970704,0.20284496343801584,0.012498218219707036,-0.003565036561984175
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.48079,0.00237,3.28444,-2.14135,0.82243,0.20038, 13.000000,54.2, 165 x 45,60.1,60.8,3870.0,73.3,74.1, 135 x 135,67.59,-0.51917,0.00236,3.28227,-1.88664,-0.88296,0.20579, 2.000000,16.6,0.004,0.0438356164383561,0.20038,0.20579,60.45,73.69999999999999,0.6999999999999957,0.7999999999999972,0.0043012266913463,0.0115798180314308,0.010854816824966,0.9957080103359172,ATM,1M,0.21218245721828538,0.20171160837140448,0.011802457218285378,-0.0040783916285955235
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.46741,0.00248,3.27703,-2.07449,0.80042,0.19446, 50.000000,55.08, 195 x 90,55.9,56.5,3875.0,75.8,76.7, 135 x 135,69.05,-0.53095,0.00234,3.27542,-1.87385,-0.89953,0.2056, 5.000000,21.6,0.006,0.0438356164383561,0.19446,0.2056,56.2,76.25,0.6000000000000014,0.9000000000000057,0.005592382454966,0.0106761565836299,0.0118032786885246,0.9944232258064516,ATM,1M,0.20588477950020995,0.20100853275735567,0.011424779500209953,-0.004591467242644337
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.45579,0.00246,3.26702,-2.06391,0.77987,0.19382, 32.000000,66.05, 187 x 136,53.7,54.2,3880.0,78.4,79.2, 105 x 102,69.85,-0.54298,0.00239,3.26575,-1.85787,-0.91666,0.20526, 20.000000,26.6,0.007,0.0438356164383561,0.19382,0.20526,53.95,78.80000000000001,0.5,0.7999999999999972,0.0068818732848379,0.0092678405931417,0.0101522842639593,0.9931417525773196,ATM,1M,0.2056335711978061,0.20011087534078648,0.0118135711978061,-0.005149124659213522
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.44373,0.00245,3.25505,-2.06092,0.7589,0.19435, 2.000000,40.18, 91 x 45,51.8,52.3,3885.0,81.0,81.8, 105 x 105,86.1,-0.55537,0.00238,3.25371,-1.8404,-0.93263,0.20376, 31.000000,31.6,0.008,0.0438356164383561,0.19435,0.20376,52.05,81.4,0.5,0.7999999999999972,0.0081697034692666,0.0096061479346781,0.0098280098280097,0.9918635778635778,ATM,1M,0.20629810015220404,0.19917265085048197,0.011948100152204044,-0.004587349149518027
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.43083,0.00248,3.23839,-2.02438,0.73729,0.19264, 9.000000,58.61, 165 x 136,49.0,49.5,3890.0,83.9,84.7, 30 x 105,107.32,-0.56677,0.0024,3.23809,-1.82691,-0.94774,0.20396, 10.000000,36.6,0.009,0.0438356164383561,0.19264,0.20396,49.25,84.30000000000001,0.5,0.7999999999999972,0.0094558772800106,0.0101522842639593,0.0094899169632265,0.9905886889460154,ATM,1M,0.203933248492815,0.19898540224394667,0.011293248492814989,-0.004974597756053328
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-20,1674248400,16.0,0.41755,0.00248,3.21847,-2.00044,0.71602,0.19179, 19.000000,58.02, 165 x 136,46.7,47.2,3895.0,86.5,87.4, 105 x 105,91.7,-0.579,0.00234,3.21926,-1.80349,-0.96407,0.20377, 6.000000,41.6,0.011,0.0438356164383561,0.19179,0.20377,46.95,86.95,0.5,0.9000000000000057,0.0107403989723674,0.0106496272630457,0.0103507763082231,0.9893170731707316,ATM,1M,0.20294827345194952,0.19780597743809222,0.01115827345194953,-0.005964022561907784
